2021-07-22 15:35:39 startup archives install
2021-08-29 05:21:11 configure rsyslog:amd64 8.16.0-1ubuntu3.1 <none>
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status triggers-pending systemd:amd64 229-4ubuntu21.31
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status unpacked rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:11 status half-configured rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:12 status installed rsyslog:amd64 8.16.0-1ubuntu3.1
2021-08-29 05:21:12 configure vim-common:amd64 2:7.4.1689-3ubuntu1.5 <none>
2021-08-29 05:21:12 status unpacked vim-common:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status unpacked vim-common:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status half-configured vim-common:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status installed vim-common:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 configure iptables:amd64 1.6.0-2ubuntu3 <none>
2021-08-29 05:21:12 status unpacked iptables:amd64 1.6.0-2ubuntu3
2021-08-29 05:21:12 status half-configured iptables:amd64 1.6.0-2ubuntu3
2021-08-29 05:21:12 status installed iptables:amd64 1.6.0-2ubuntu3
2021-08-29 05:21:12 configure libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2021-08-29 05:21:12 status unpacked libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status half-configured libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status installed libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 configure libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2021-08-29 05:21:12 status unpacked libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status half-configured libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status installed libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 configure libkeyutils1:amd64 1.5.9-8ubuntu1 <none>
2021-08-29 05:21:12 status unpacked libkeyutils1:amd64 1.5.9-8ubuntu1
2021-08-29 05:21:12 status half-configured libkeyutils1:amd64 1.5.9-8ubuntu1
2021-08-29 05:21:12 status installed libkeyutils1:amd64 1.5.9-8ubuntu1
2021-08-29 05:21:12 configure libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2021-08-29 05:21:12 status unpacked libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status half-configured libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status installed libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 configure libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2021-08-29 05:21:12 status unpacked libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status unpacked libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status half-configured libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 status installed libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2021-08-29 05:21:12 configure libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2021-08-29 05:21:12 status unpacked libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status half-configured libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 status installed libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2021-08-29 05:21:12 configure libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2 <none>
2021-08-29 05:21:12 status unpacked libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 status half-configured libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 status installed libsasl2-modules-db:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 configure libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2 <none>
2021-08-29 05:21:12 status unpacked libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 status half-configured libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 status installed libsasl2-2:amd64 2.1.26.dfsg1-14ubuntu0.2
2021-08-29 05:21:12 configure libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13 <none>
2021-08-29 05:21:12 status unpacked libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2021-08-29 05:21:12 status unpacked libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2021-08-29 05:21:12 status half-configured libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2021-08-29 05:21:12 status installed libldap-2.4-2:amd64 2.4.42+dfsg-2ubuntu3.13
2021-08-29 05:21:12 configure librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1 <none>
2021-08-29 05:21:12 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2021-08-29 05:21:12 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2021-08-29 05:21:12 status installed librtmp1:amd64 2.4+20151223.gitfa8646d-1ubuntu0.1
2021-08-29 05:21:12 configure libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19 <none>
2021-08-29 05:21:12 status unpacked libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 status half-configured libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 status installed libcurl3-gnutls:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 configure libedit2:amd64 3.1-20150325-1ubuntu2 <none>
2021-08-29 05:21:12 status unpacked libedit2:amd64 3.1-20150325-1ubuntu2
2021-08-29 05:21:12 status half-configured libedit2:amd64 3.1-20150325-1ubuntu2
2021-08-29 05:21:12 status installed libedit2:amd64 3.1-20150325-1ubuntu2
2021-08-29 05:21:12 configure libpcap0.8:amd64 1.7.4-2ubuntu0.1 <none>
2021-08-29 05:21:12 status unpacked libpcap0.8:amd64 1.7.4-2ubuntu0.1
2021-08-29 05:21:12 status half-configured libpcap0.8:amd64 1.7.4-2ubuntu0.1
2021-08-29 05:21:12 status installed libpcap0.8:amd64 1.7.4-2ubuntu0.1
2021-08-29 05:21:12 configure mtr-tiny:amd64 0.86-1ubuntu0.1 <none>
2021-08-29 05:21:12 status unpacked mtr-tiny:amd64 0.86-1ubuntu0.1
2021-08-29 05:21:12 status half-configured mtr-tiny:amd64 0.86-1ubuntu0.1
2021-08-29 05:21:12 status installed mtr-tiny:amd64 0.86-1ubuntu0.1
2021-08-29 05:21:12 configure openssh-client:amd64 1:7.2p2-4ubuntu2.10 <none>
2021-08-29 05:21:12 status unpacked openssh-client:amd64 1:7.2p2-4ubuntu2.10
2021-08-29 05:21:12 status unpacked openssh-client:amd64 1:7.2p2-4ubuntu2.10
2021-08-29 05:21:12 status unpacked openssh-client:amd64 1:7.2p2-4ubuntu2.10
2021-08-29 05:21:12 status half-configured openssh-client:amd64 1:7.2p2-4ubuntu2.10
2021-08-29 05:21:12 status installed openssh-client:amd64 1:7.2p2-4ubuntu2.10
2021-08-29 05:21:12 configure tcpdump:amd64 4.9.3-0ubuntu0.16.04.1 <none>
2021-08-29 05:21:12 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.16.04.1
2021-08-29 05:21:12 status unpacked tcpdump:amd64 4.9.3-0ubuntu0.16.04.1
2021-08-29 05:21:12 status half-configured tcpdump:amd64 4.9.3-0ubuntu0.16.04.1
2021-08-29 05:21:12 status installed tcpdump:amd64 4.9.3-0ubuntu0.16.04.1
2021-08-29 05:21:12 configure telnet:amd64 0.17-40 <none>
2021-08-29 05:21:12 status unpacked telnet:amd64 0.17-40
2021-08-29 05:21:12 status half-configured telnet:amd64 0.17-40
2021-08-29 05:21:12 status installed telnet:amd64 0.17-40
2021-08-29 05:21:12 configure curl:amd64 7.47.0-1ubuntu2.19 <none>
2021-08-29 05:21:12 status unpacked curl:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 status half-configured curl:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 status installed curl:amd64 7.47.0-1ubuntu2.19
2021-08-29 05:21:12 configure libiperf0:amd64 3.0.11-1 <none>
2021-08-29 05:21:12 status unpacked libiperf0:amd64 3.0.11-1
2021-08-29 05:21:12 status half-configured libiperf0:amd64 3.0.11-1
2021-08-29 05:21:12 status installed libiperf0:amd64 3.0.11-1
2021-08-29 05:21:12 configure iperf3:amd64 3.0.11-1 <none>
2021-08-29 05:21:12 status unpacked iperf3:amd64 3.0.11-1
2021-08-29 05:21:12 status half-configured iperf3:amd64 3.0.11-1
2021-08-29 05:21:12 status installed iperf3:amd64 3.0.11-1
2021-08-29 05:21:12 configure libjansson4:amd64 2.7-3ubuntu0.1 <none>
2021-08-29 05:21:12 status unpacked libjansson4:amd64 2.7-3ubuntu0.1
2021-08-29 05:21:12 status half-configured libjansson4:amd64 2.7-3ubuntu0.1
2021-08-29 05:21:12 status installed libjansson4:amd64 2.7-3ubuntu0.1
2021-08-29 05:21:12 configure libdnssec0:amd64 2.1.1-1build1 <none>
2021-08-29 05:21:12 status unpacked libdnssec0:amd64 2.1.1-1build1
2021-08-29 05:21:12 status half-configured libdnssec0:amd64 2.1.1-1build1
2021-08-29 05:21:12 status installed libdnssec0:amd64 2.1.1-1build1
2021-08-29 05:21:12 configure libknot1:amd64 2.1.1-1build1 <none>
2021-08-29 05:21:12 status unpacked libknot1:amd64 2.1.1-1build1
2021-08-29 05:21:12 status half-configured libknot1:amd64 2.1.1-1build1
2021-08-29 05:21:12 status installed libknot1:amd64 2.1.1-1build1
2021-08-29 05:21:12 configure libzscanner0:amd64 2.1.1-1build1 <none>
2021-08-29 05:21:12 status unpacked libzscanner0:amd64 2.1.1-1build1
2021-08-29 05:21:12 status half-configured libzscanner0:amd64 2.1.1-1build1
2021-08-29 05:21:12 status installed libzscanner0:amd64 2.1.1-1build1
2021-08-29 05:21:12 configure knot-host:amd64 2.1.1-1build1 <none>
2021-08-29 05:21:12 status unpacked knot-host:amd64 2.1.1-1build1
2021-08-29 05:21:12 status half-configured knot-host:amd64 2.1.1-1build1
2021-08-29 05:21:12 status installed knot-host:amd64 2.1.1-1build1
2021-08-29 05:21:12 configure libblas-common:amd64 3.6.0-2ubuntu2 <none>
2021-08-29 05:21:12 status unpacked libblas-common:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 status half-configured libblas-common:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 status installed libblas-common:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 configure libblas3:amd64 3.6.0-2ubuntu2 <none>
2021-08-29 05:21:12 status unpacked libblas3:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 status half-configured libblas3:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 status installed libblas3:amd64 3.6.0-2ubuntu2
2021-08-29 05:21:12 configure liblinear3:amd64 2.1.0+dfsg-1 <none>
2021-08-29 05:21:12 status unpacked liblinear3:amd64 2.1.0+dfsg-1
2021-08-29 05:21:12 status half-configured liblinear3:amd64 2.1.0+dfsg-1
2021-08-29 05:21:12 status installed liblinear3:amd64 2.1.0+dfsg-1
2021-08-29 05:21:12 configure liblua5.2-0:amd64 5.2.4-1ubuntu1 <none>
2021-08-29 05:21:12 status unpacked liblua5.2-0:amd64 5.2.4-1ubuntu1
2021-08-29 05:21:12 status half-configured liblua5.2-0:amd64 5.2.4-1ubuntu1
2021-08-29 05:21:12 status installed liblua5.2-0:amd64 5.2.4-1ubuntu1
2021-08-29 05:21:12 configure libpython3.5:amd64 3.5.2-2ubuntu0~16.04.13 <none>
2021-08-29 05:21:12 status unpacked libpython3.5:amd64 3.5.2-2ubuntu0~16.04.13
2021-08-29 05:21:12 status half-configured libpython3.5:amd64 3.5.2-2ubuntu0~16.04.13
2021-08-29 05:21:12 status installed libpython3.5:amd64 3.5.2-2ubuntu0~16.04.13
2021-08-29 05:21:12 configure lua-lpeg:amd64 0.12.2-1ubuntu1 <none>
2021-08-29 05:21:12 status unpacked lua-lpeg:amd64 0.12.2-1ubuntu1
2021-08-29 05:21:12 status half-configured lua-lpeg:amd64 0.12.2-1ubuntu1
2021-08-29 05:21:12 status installed lua-lpeg:amd64 0.12.2-1ubuntu1
2021-08-29 05:21:12 configure traceroute:amd64 1:2.0.21-1 <none>
2021-08-29 05:21:12 status unpacked traceroute:amd64 1:2.0.21-1
2021-08-29 05:21:12 status half-configured traceroute:amd64 1:2.0.21-1
2021-08-29 05:21:12 status installed traceroute:amd64 1:2.0.21-1
2021-08-29 05:21:12 configure vim-runtime:all 2:7.4.1689-3ubuntu1.5 <none>
2021-08-29 05:21:12 status unpacked vim-runtime:all 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status half-configured vim-runtime:all 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status installed vim-runtime:all 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 configure vim:amd64 2:7.4.1689-3ubuntu1.5 <none>
2021-08-29 05:21:12 status unpacked vim:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:12 status half-configured vim:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:13 status installed vim:amd64 2:7.4.1689-3ubuntu1.5
2021-08-29 05:21:13 configure nmap:amd64 7.01-2ubuntu2 <none>
2021-08-29 05:21:13 status unpacked nmap:amd64 7.01-2ubuntu2
2021-08-29 05:21:13 status half-configured nmap:amd64 7.01-2ubuntu2
2021-08-29 05:21:13 status installed nmap:amd64 7.01-2ubuntu2
2021-08-29 05:21:13 configure socat:amd64 1.7.3.1-1 <none>
2021-08-29 05:21:13 status unpacked socat:amd64 1.7.3.1-1
2021-08-29 05:21:13 status half-configured socat:amd64 1.7.3.1-1
2021-08-29 05:21:13 status installed socat:amd64 1.7.3.1-1
2021-08-29 05:21:13 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-08-29 05:21:13 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-08-29 05:21:13 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-08-29 05:21:13 trigproc systemd:amd64 229-4ubuntu21.31 <none>
2021-08-29 05:21:13 status half-configured systemd:amd64 229-4ubuntu21.31
2021-08-29 05:21:13 status installed systemd:amd64 229-4ubuntu21.31
2021-08-29 05:21:13 startup packages configure
2021-10-26 02:57:21 startup archives unpack
2021-10-26 02:57:21 install nano:amd64 <none> 2.5.3-2ubuntu2
2021-10-26 02:57:21 status half-installed nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 status unpacked nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 status unpacked nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 startup packages configure
2021-10-26 02:57:21 configure nano:amd64 2.5.3-2ubuntu2 <none>
2021-10-26 02:57:21 status unpacked nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 status unpacked nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 status half-configured nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 status installed nano:amd64 2.5.3-2ubuntu2
2021-10-26 02:57:21 startup packages configure
2021-10-26 02:58:39 startup archives unpack
2021-10-26 02:58:39 install libgdbm3:amd64 <none> 1.8.3-13.1
2021-10-26 02:58:39 status half-installed libgdbm3:amd64 1.8.3-13.1
2021-10-26 02:58:39 status unpacked libgdbm3:amd64 1.8.3-13.1
2021-10-26 02:58:39 status unpacked libgdbm3:amd64 1.8.3-13.1
2021-10-26 02:58:39 install sgml-base:all <none> 1.26+nmu4ubuntu1
2021-10-26 02:58:39 status half-installed sgml-base:all 1.26+nmu4ubuntu1
2021-10-26 02:58:39 status unpacked sgml-base:all 1.26+nmu4ubuntu1
2021-10-26 02:58:39 status unpacked sgml-base:all 1.26+nmu4ubuntu1
2021-10-26 02:58:39 install perl-modules-5.22:all <none> 5.22.1-9ubuntu0.9
2021-10-26 02:58:39 status half-installed perl-modules-5.22:all 5.22.1-9ubuntu0.9
2021-10-26 02:58:40 status unpacked perl-modules-5.22:all 5.22.1-9ubuntu0.9
2021-10-26 02:58:40 status unpacked perl-modules-5.22:all 5.22.1-9ubuntu0.9
2021-10-26 02:58:40 install libperl5.22:amd64 <none> 5.22.1-9ubuntu0.9
2021-10-26 02:58:40 status half-installed libperl5.22:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 status unpacked libperl5.22:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 status unpacked libperl5.22:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 install perl:amd64 <none> 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 status half-installed perl:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 status unpacked perl:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 status unpacked perl:amd64 5.22.1-9ubuntu0.9
2021-10-26 02:58:41 install libapr1:amd64 <none> 1.5.2-3
2021-10-26 02:58:41 status half-installed libapr1:amd64 1.5.2-3
2021-10-26 02:58:41 status unpacked libapr1:amd64 1.5.2-3
2021-10-26 02:58:41 status unpacked libapr1:amd64 1.5.2-3
2021-10-26 02:58:41 install libaprutil1:amd64 <none> 1.5.4-1build1
2021-10-26 02:58:41 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2021-10-26 02:58:41 status half-installed libaprutil1:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1:amd64 1.5.4-1build1
2021-10-26 02:58:41 install libaprutil1-dbd-sqlite3:amd64 <none> 1.5.4-1build1
2021-10-26 02:58:41 status half-installed libaprutil1-dbd-sqlite3:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1-dbd-sqlite3:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1-dbd-sqlite3:amd64 1.5.4-1build1
2021-10-26 02:58:41 install libaprutil1-ldap:amd64 <none> 1.5.4-1build1
2021-10-26 02:58:41 status half-installed libaprutil1-ldap:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1-ldap:amd64 1.5.4-1build1
2021-10-26 02:58:41 status unpacked libaprutil1-ldap:amd64 1.5.4-1build1
2021-10-26 02:58:41 install liblua5.1-0:amd64 <none> 5.1.5-8ubuntu1
2021-10-26 02:58:41 status half-installed liblua5.1-0:amd64 5.1.5-8ubuntu1
2021-10-26 02:58:41 status unpacked liblua5.1-0:amd64 5.1.5-8ubuntu1
2021-10-26 02:58:41 status unpacked liblua5.1-0:amd64 5.1.5-8ubuntu1
2021-10-26 02:58:41 install libicu55:amd64 <none> 55.1-7ubuntu0.5
2021-10-26 02:58:41 status half-installed libicu55:amd64 55.1-7ubuntu0.5
2021-10-26 02:58:42 status unpacked libicu55:amd64 55.1-7ubuntu0.5
2021-10-26 02:58:42 status unpacked libicu55:amd64 55.1-7ubuntu0.5
2021-10-26 02:58:42 install libxml2:amd64 <none> 2.9.3+dfsg1-1ubuntu0.7
2021-10-26 02:58:42 status half-installed libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2021-10-26 02:58:42 status unpacked libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2021-10-26 02:58:42 status unpacked libxml2:amd64 2.9.3+dfsg1-1ubuntu0.7
2021-10-26 02:58:42 install apache2-bin:amd64 <none> 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status half-installed apache2-bin:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-bin:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-bin:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 install apache2-utils:amd64 <none> 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status half-installed apache2-utils:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-utils:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-utils:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 install apache2-data:all <none> 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status half-installed apache2-data:all 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-data:all 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2-data:all 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 install apache2:amd64 <none> 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status half-installed apache2:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status triggers-pending systemd:amd64 229-4ubuntu21.31
2021-10-26 02:58:42 status unpacked apache2:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 status unpacked apache2:amd64 2.4.18-2ubuntu3.17
2021-10-26 02:58:42 install openssl:amd64 <none> 1.0.2g-1ubuntu4.20
2021-10-26 02:58:42 status half-installed openssl:amd64 1.0.2g-1ubuntu4.20
2021-10-26 02:58:42 status unpacked openssl:amd64 1.0.2g-1ubuntu4.20
2021-10-26 02:58:42 status unpacked openssl:amd64 1.0.2g-1ubuntu4.20
2021-10-26 02:58:42 install xml-core:all <none> 0.13+nmu2
2021-10-26 02:58:42 status half-installed xml-core:all 0.13+nmu2
2021-10-26 02:58:42 status unpacked xml-core:all 0.13+nmu2
2021-10-26 02:58:42 status unpacked xml-core:all 0.13+nmu2
2021-10-26 02:58:42 install rename:all <none> 0.20-4
2021-10-26 02:58:42 status half-installed rename:all 0.20-4
2021-10-26 02:58:42 status unpacked rename:all 0.20-4
2021-10-26 02:58:42 status unpacked rename:all 0.20-4
2021-10-26 02:58:42 install ssl-cert:all <none> 1.0.37
2021-10-26 02:58:42 status half-installed ssl-cert:all 1.0.37
2021-10-26 02:58:42 status unpacked ssl-cert:all 1.0.37
2021-10-26 02:58:42 status unpacked ssl-cert:all 1.0.37
2021-10-26 02:58:42 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2021-10-26 02:58:42 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2021-10-26 02:58:42 status installed libc-bin:amd64 2.23-0ubuntu11.3
2021-10-26 02:58:42 trigproc systemd:amd64 229-4ubuntu21.31 <none>
2021-10-26 02:58:42 status half-configured systemd:amd64 229-4ubuntu21.31
2021-10-26 02:58:42 status installed systemd:amd64 229-4ubuntu21.31
2021-10-26 02:58:43 startup packages configure
2021-10-26 02:58:43 configure libgdbm3:amd64 1.8.3-13.1 <none>
2021-10-26 02:58:43 status unpacked libgdbm3:amd64 1.8.3-13.1
2021-10-26 02:58:43 status half-configured libgdbm3:amd64 1.8.3-13.1
